Tgl FJB,No FJB,Kode Cust,Kode Unit Motor,Tahun Kendaraan,Kilometer,Jns Service,Kondisi_Oli,Kondisi_Rem,Bulan_Terakhir_Ganti_Oli,KM_Terakhir_Ganti_Oli,Usia_Kendaraan,Jumlah_Keluhan,KM_Per_Tahun,Total_Usage_Score,Kondisi_Oli_Encoded,Kondisi_Rem_Encoded
26-01-2021,FJB/2653/SBY/PL/8145,SBY7106342,MIO-M3 125,2019,10738,Rutin,Baik,Perlu Penyetelan,4,839,2,1,5369,7.5,0,2
26-01-2021,FJB/9345/SBY/PL/4425,SBY2949824,MIO-M3 125,2018,20726,Repair,Kritis,Perlu Penggantian,4,4465,3,4,6908,20.0,1,1
26-01-2021,FJB/4341/SBY/PL/4960,SBY8126538,X-MAX-CONNEC,2018,26572,Repair,Perlu Ganti,Perlu Penggantian,5,185,3,3,8857,15.5,2,1
26-01-2021,FJB/9579/SBY/PL/3081,SBY1490830,MIO,2021,375,Kupon Gratis I (DUA),Baik,Baik,1,62,0,0,375,0.0,0,0
26-01-2021,FJB/6088/SBY/PL/5995,SBY6639203,MT-15,2021,0,Repair,Kritis,Baik,8,3238,0,4,0,9.0,1,0
26-01-2021,FJB/4325/SBY/PL/7518,SBY8714566,MIO,2019,14210,Repair,Perlu Ganti,Perlu Penyetelan,5,1782,2,2,7105,11.0,2,2
26-01-2021,FJB/4757/SBY/PL/8703,SBY9386265,R15,2020,13120,Repair,Perlu Ganti,Perlu Penyetelan,6,274,1,3,13120,8.5,2,2
26-01-2021,FJB/6886/SBY/PL/4456,SBY3261636,ALL-NEW-AEROX,2018,27734,Repair,Kritis,Perlu Penggantian,3,4440,3,4,9244,22.0,1,1
26-01-2021,FJB/7618/SBY/PL/5858,SBY6274074,MT-15,2019,22021,Repair,Perlu Ganti,Perlu Penggantian,3,2640,2,4,11010,16.0,2,1
26-01-2021,FJB/4342/SBY/PL/9077,SBY7218948,MIO,2018,20228,Repair,Kritis,Perlu Penggantian,2,3945,3,4,6742,19.0,1,1
27-01-2021,FJB/8701/SBY/PL/1898,SBY4250736,MIO-M3 125,2019,11315,Rutin,Baik,Perlu Penyetelan,4,222,2,1,5657,7.5,0,2
27-01-2021,FJB/4603/SBY/PL/8832,SBY6947518,MIO,2020,7321,Repair,Kritis,Baik,5,4178,1,3,7321,11.5,1,0
27-01-2021,FJB/7276/SBY/PL/9267,SBY7866332,MIO-M3 125,2019,16985,Repair,Kritis,Perlu Penyetelan,4,4303,2,3,8492,15.5,1,2
27-01-2021,FJB/2156/SBY/PL/4709,SBY5850887,MIO-M3 125,2020,6726,Rutin,Baik,Baik,2,1871,1,1,6726,5.5,0,0
27-01-2021,FJB/4259/SBY/PL/5519,SBY3650211,ALL-NEW-AEROX,2021,209,Rutin,Baik,Baik,4,414,0,1,209,1.5,0,0
28-01-2021,FJB/2884/SBY/PL/7298,SBY6294253,X-MAX-CONNEC,2018,43337,Repair,Baik,Perlu Penggantian,0,884,3,2,14445,18.0,0,1
28-01-2021,FJB/1063/SBY/PL/2348,SBY7410444,LEXI,2020,6645,Repair,Kritis,Baik,9,3729,1,4,6645,12.0,1,0
28-01-2021,FJB/5133/SBY/PL/5621,SBY4940244,FREE-GO-S,2021,0,Repair,Kritis,Baik,8,3891,0,4,0,9.0,1,0
28-01-2021,FJB/1846/SBY/PL/7996,SBY3237023,NMAX-NEO-S,2020,8043,Repair,Perlu Ganti,Baik,5,1159,1,2,8043,7.0,2,0
28-01-2021,FJB/2507/SBY/PL/8605,SBY6216972,MIO,2021,0,Rutin,Baik,Baik,3,216,0,1,0,1.5,0,0
28-01-2021,FJB/7948/SBY/PL/6702,SBY2678886,MIO-M3 125,2019,18025,Repair,Baik,Perlu Penyetelan,4,1609,2,2,9012,12.0,0,2
28-01-2021,FJB/2797/SBY/PL/3687,SBY8134075,MIO,2018,33830,Repair,Baik,Perlu Penggantian,3,1456,3,4,11276,20.0,0,1
29-01-2021,FJB/5685/SBY/PL/3602,SBY2583734,MIO,2021,88,Rutin,Baik,Baik,1,1771,0,0,88,1.0,0,0
29-01-2021,FJB/9383/SBY/PL/2141,SBY6776196,XSR 155,2019,18575,Repair,Perlu Ganti,Perlu Penyetelan,6,2437,2,3,9287,14.5,2,2
29-01-2021,FJB/9738/SBY/PL/3208,SBY7176417,MIO,2021,230,Rutin,Perlu Ganti,Baik,2,2058,0,1,230,3.5,2,0
29-01-2021,FJB/3752/SBY/PL/8683,SBY1044957,MT-15,2019,17915,Repair,Kritis,Perlu Penyetelan,9,2337,2,4,8957,15.0,1,2
30-01-2021,FJB/7890/SBY/PL/9015,SBY2261898,ALL-NEW-AEROX,2018,29431,Repair,Baik,Perlu Penggantian,1,1135,3,2,9810,16.0,0,1
30-01-2021,FJB/8689/SBY/PL/2827,SBY2910717,NMAX-NEO-S,2019,21369,Repair,Kritis,Perlu Penggantian,7,435,2,5,10684,15.5,1,1
30-01-2021,FJB/6768/SBY/PL/5219,SBY2934388,MIO,2021,104,Rutin,Baik,Baik,4,597,0,1,104,1.5,0,0
30-01-2021,FJB/9234/SBY/PL/1828,SBY5189354,LEXI,2019,17680,Repair,Baik,Perlu Penyetelan,2,194,2,3,8840,11.5,0,2
31-01-2021,FJB/9347/SBY/PL/6658,SBY5826706,FREE-GO-S,2018,19499,Repair,Baik,Perlu Penggantian,0,1093,3,3,6499,15.5,0,1
31-01-2021,FJB/2747/SBY/PL/3217,SBY5909966,MIO-M3 125,2018,24702,Repair,Perlu Ganti,Perlu Penggantian,5,878,3,4,8234,17.0,2,1
31-01-2021,FJB/4706/SBY/PL/6878,SBY6079893,FREE-GO-S,2020,5826,Repair,Kritis,Baik,4,3373,1,2,5826,9.0,1,0
31-01-2021,FJB/3916/SBY/PL/7844,SBY3237349,ALL-NEW-NMAX,2020,6186,Rutin,Perlu Ganti,Baik,3,2855,1,1,6186,6.5,2,0
31-01-2021,FJB/3129/SBY/PL/6959,SBY6038859,MIO,2020,11381,Repair,Kritis,Baik,3,3132,1,2,11381,10.0,1,0
31-01-2021,FJB/7153/SBY/PL/2216,SBY1949004,FAZZIO-NEO-HY,2020,6404,Repair,Kritis,Baik,4,3383,1,3,6404,10.5,1,0
31-01-2021,FJB/2362/SBY/PL/8980,SBY5885370,MIO,2019,22856,Repair,Baik,Perlu Penggantian,4,1443,2,3,11428,14.5,0,1
31-01-2021,FJB/5615/SBY/PL/9839,SBY8731310,LEXI,2018,22675,Repair,Perlu Ganti,Perlu Penggantian,4,2541,3,3,7558,17.5,2,1
31-01-2021,FJB/4975/SBY/PL/9185,SBY5401378,NMAX-NEO-S,2020,14282,Repair,Kritis,Perlu Penyetelan,8,2813,1,3,14282,11.5,1,2
31-01-2021,FJB/2566/SBY/PL/2643,SBY5000056,ALL-NEW-AEROX,2021,195,Rutin,Baik,Baik,0,719,0,0,195,0.0,0,0
01-02-2021,FJB/1982/SBY/PL/3361,SBY1286917,XSR 155,2019,20249,Repair,Kritis,Perlu Penggantian,7,4478,2,4,10124,18.0,1,1
01-02-2021,FJB/3430/SBY/PL/9474,SBY4793389,NMAX-NEO-S,2020,14045,Repair,Kritis,Perlu Penyetelan,9,687,1,4,14045,11.0,1,2
01-02-2021,FJB/1765/SBY/PL/7650,SBY7532094,FREE-GO-S,2018,22864,Repair,Baik,Perlu Penggantian,4,1878,3,4,7621,18.0,0,1
01-02-2021,FJB/5111/SBY/PL/8995,SBY9737269,FREE-GO-S,2020,7044,Rutin,Baik,Baik,3,305,1,1,7044,4.5,0,0
01-02-2021,FJB/2703/SBY/PL/3167,SBY5653802,NMAX-NEO-S,2019,28406,Repair,Kritis,Perlu Penggantian,1,3449,2,4,14203,19.0,1,1
01-02-2021,FJB/9989/SBY/PL/3549,SBY3073250,NMAX-NEO-S,2019,27242,Repair,Kritis,Perlu Penggantian,8,2067,2,5,13621,19.5,1,1
01-02-2021,FJB/2584/SBY/PL/2676,SBY8234901,FAZZIO-NEO-HY,2021,351,Repair,Kritis,Baik,3,4077,0,3,351,8.5,1,0
01-02-2021,FJB/1760/SBY/PL/2937,SBY7186339,MIO,2019,14080,Repair,Perlu Ganti,Perlu Penyetelan,6,1151,2,2,7040,11.0,2,2
01-02-2021,FJB/6163/SBY/PL/8779,SBY7247508,MIO,2021,0,Repair,Kritis,Baik,9,3716,0,3,0,7.5,1,0
01-02-2021,FJB/8620/SBY/PL/1784,SBY9227475,X-MAX-CONNEC,2019,22705,Repair,Perlu Ganti,Perlu Penggantian,5,2712,2,4,11352,17.0,2,1
02-02-2021,FJB/5684/SBY/PL/4324,SBY5462945,MT-15,2021,222,Repair,Perlu Ganti,Baik,5,2823,0,2,222,5.0,2,0
02-02-2021,FJB/6264/SBY/PL/6704,SBY1404445,FAZZIO-NEO-HY,2021,0,Rutin,Baik,Baik,1,913,0,1,0,1.5,0,0
02-02-2021,FJB/9168/SBY/PL/4375,SBY5567573,FREE-GO-S,2018,23336,Repair,Kritis,Perlu Penggantian,4,3232,3,4,7778,20.0,1,1
02-02-2021,FJB/9430/SBY/PL/9771,SBY8752982,ALL-NEW-NMAX,2021,0,Repair,Perlu Ganti,Baik,1,2710,0,1,0,3.5,2,0
02-02-2021,FJB/9695/SBY/PL/5108,SBY2510325,FREE-GO-S,2021,48,Repair,Kritis,Baik,4,3323,0,3,48,7.5,1,0
02-02-2021,FJB/8761/SBY/PL/2665,SBY1018231,LEXI,2020,5652,Repair,Kritis,Baik,3,3001,1,2,5652,9.0,1,0
03-02-2021,FJB/5557/SBY/PL/4685,SBY7014893,NMAX-NEO-S,2021,105,Repair,Kritis,Baik,1,3824,0,3,105,7.5,1,0
03-02-2021,FJB/6738/SBY/PL/6226,SBY2140040,MT-15,2018,35164,Repair,Perlu Ganti,Perlu Penggantian,2,2306,3,3,11721,19.5,2,1
03-02-2021,FJB/9558/SBY/PL/6593,SBY9084387,MIO-M3 125,2021,256,Repair,Kritis,Baik,8,4087,0,4,256,10.0,1,0
03-02-2021,FJB/4039/SBY/PL/1944,SBY4604560,ALL-NEW-AEROX,2021,0,Kupon Gratis II (TIGA),Baik,Baik,2,1029,0,0,0,1.0,0,0
03-02-2021,FJB/2947/SBY/PL/2881,SBY4407043,MIO,2021,259,Repair,Kritis,Baik,1,3873,0,4,259,9.0,1,0
03-02-2021,FJB/6180/SBY/PL/6841,SBY8010595,MT-15,2018,36076,Repair,Kritis,Perlu Penggantian,5,4258,3,5,12025,25.5,1,1
03-02-2021,FJB/7674/SBY/PL/3333,SBY4482611,MIO,2021,171,Repair,Kritis,Baik,1,3956,0,4,171,9.0,1,0
03-02-2021,FJB/1125/SBY/PL/8005,SBY9075081,MIO-M3 125,2019,17331,Rutin,Baik,Perlu Penyetelan,1,905,2,1,8665,8.5,0,2
03-02-2021,FJB/5683/SBY/PL/2122,SBY1791380,ALL-NEW-NMAX,2020,8706,Repair,Perlu Ganti,Baik,5,201,1,2,8706,6.0,2,0
03-02-2021,FJB/3929/SBY/PL/4145,SBY2435728,LEXI,2021,148,Repair,Kritis,Baik,3,3712,0,3,148,7.5,1,0
03-02-2021,FJB/5483/SBY/PL/5539,SBY9346452,MIO-M3 125,2020,9611,Repair,Kritis,Baik,2,3757,1,4,9611,13.0,1,0
03-02-2021,FJB/1976/SBY/PL/6073,SBY5800719,LEXI,2020,10235,Repair,Kritis,Baik,9,7,1,3,10235,8.5,1,0
04-02-2021,FJB/4074/SBY/PL/6052,SBY4348628,ALL-NEW-AEROX,2018,25191,Repair,Kritis,Perlu Penggantian,8,1141,3,5,8397,19.5,1,1
04-02-2021,FJB/4780/SBY/PL/8804,SBY2088872,NMAX-NEO-S,2021,0,Repair,Kritis,Baik,9,4312,0,3,0,8.5,1,0
04-02-2021,FJB/5642/SBY/PL/7816,SBY3291652,FAZZIO-NEO-HY,2020,6845,Repair,Kritis,Baik,2,3758,1,4,6845,12.0,1,0
04-02-2021,FJB/3809/SBY/PL/2544,SBY8951479,FREE-GO-S,2018,21453,Repair,Baik,Perlu Penggantian,2,1032,3,3,7151,15.5,0,1
04-02-2021,FJB/2110/SBY/PL/5822,SBY8455954,ALL-NEW-AEROX,2020,11630,Repair,Perlu Ganti,Baik,6,2540,1,3,11630,10.5,2,0
04-02-2021,FJB/7639/SBY/PL/8722,SBY3665638,FREE-GO-S,2021,0,Rutin,Perlu Ganti,Baik,2,2102,0,1,0,3.5,2,0
04-02-2021,FJB/7994/SBY/PL/3448,SBY5814439,MIO,2018,22766,Repair,Kritis,Perlu Penggantian,9,2190,3,3,7588,17.5,1,1
04-02-2021,FJB/5016/SBY/PL/4787,SBY2614259,X-MAX-CONNEC,2018,31420,Repair,Baik,Perlu Penggantian,0,1291,3,2,10473,16.0,0,1
04-02-2021,FJB/8537/SBY/PL/3275,SBY3901106,X-MAX-CONNEC,2019,25013,Repair,Kritis,Perlu Penggantian,9,1610,2,5,12506,17.5,1,1
04-02-2021,FJB/2649/SBY/PL/2821,SBY6126684,FREE-GO-S,2018,17466,Repair,Kritis,Perlu Penggantian,8,4175,3,4,5822,19.0,1,1
04-02-2021,FJB/3746/SBY/PL/8564,SBY3338021,X-MAX-CONNEC,2020,11971,Repair,Kritis,Baik,8,1778,1,3,11971,9.5,1,0
05-02-2021,FJB/6313/SBY/PL/2754,SBY1292033,MIO-M3 125,2019,16717,Repair,Kritis,Perlu Penyetelan,7,1594,2,4,8358,14.0,1,2
05-02-2021,FJB/3680/SBY/PL/1247,SBY1441338,MIO,2021,0,Kupon Gratis II (TIGA),Baik,Baik,2,740,0,0,0,0.0,0,0
05-02-2021,FJB/9085/SBY/PL/5202,SBY1787678,NMAX-NEO-S,2021,0,Repair,Kritis,Baik,0,3441,0,3,0,7.5,1,0
05-02-2021,FJB/4891/SBY/PL/4033,SBY5095628,ALL-NEW-NMAX,2020,6094,Repair,Perlu Ganti,Baik,2,2461,1,2,6094,8.0,2,0
05-02-2021,FJB/7970/SBY/PL/4142,SBY2517393,MT-15,2020,6736,Repair,Kritis,Baik,7,4037,1,3,6736,11.5,1,0
05-02-2021,FJB/3463/SBY/PL/2807,SBY6765386,XSR 155,2019,22880,Repair,Kritis,Perlu Penggantian,3,4007,2,3,11440,17.5,1,1
05-02-2021,FJB/3493/SBY/PL/4416,SBY8328739,FREE-GO-S,2018,25183,Repair,Perlu Ganti,Perlu Penggantian,3,2893,3,4,8394,19.0,2,1
06-02-2021,FJB/4059/SBY/PL/6192,SBY2033339,R15,2018,21868,Repair,Kritis,Perlu Penggantian,4,3557,3,4,7289,19.0,1,1
06-02-2021,FJB/8920/SBY/PL/2615,SBY2571553,LEXI,2020,5890,Rutin,Baik,Baik,1,109,1,1,5890,4.5,0,0
06-02-2021,FJB/7727/SBY/PL/9961,SBY3964654,MIO-M3 125,2019,13899,Repair,Kritis,Perlu Penyetelan,8,3249,2,3,6949,14.5,1,2
06-02-2021,FJB/1453/SBY/PL/5543,SBY8641814,XSR 155,2020,11525,Repair,Perlu Ganti,Baik,4,2479,1,1,11525,7.5,2,0
06-02-2021,FJB/7415/SBY/PL/1130,SBY5012578,X-MAX-CONNEC,2018,34211,Repair,Baik,Perlu Penggantian,3,1786,3,2,11403,17.0,0,1
06-02-2021,FJB/1620/SBY/PL/2800,SBY8471887,NMAX-NEO-S,2021,0,Repair,Perlu Ganti,Baik,2,2622,0,4,0,8.0,2,0
06-02-2021,FJB/1770/SBY/PL/2634,SBY3379778,ALL-NEW-AEROX,2018,42895,Repair,Kritis,Perlu Penggantian,7,2568,3,4,14298,23.0,1,1
07-02-2021,FJB/7823/SBY/PL/9831,SBY1603466,MIO,2021,0,Repair,Kritis,Baik,8,1060,0,3,0,5.5,1,0
07-02-2021,FJB/6253/SBY/PL/5809,SBY8744322,MIO-M3 125,2018,25406,Repair,Kritis,Perlu Penggantian,9,1688,3,4,8468,18.0,1,1
07-02-2021,FJB/5852/SBY/PL/3708,SBY8226738,FILANO-NEO,2019,15146,Repair,Baik,Perlu Penyetelan,2,1966,2,2,7573,11.0,0,2
07-02-2021,FJB/9451/SBY/PL/4256,SBY9054026,MIO,2019,20487,Repair,Kritis,Perlu Penggantian,8,3101,2,3,10243,15.5,1,1
07-02-2021,FJB/5340/SBY/PL/9809,SBY9388563,FREE-GO-S,2019,17580,Repair,Baik,Perlu Penyetelan,3,1508,2,2,8790,11.0,0,2
07-02-2021,FJB/9262/SBY/PL/4611,SBY3884864,ALL-NEW-AEROX,2020,10147,Rutin,Baik,Baik,1,576,1,0,10147,4.0,0,0
07-02-2021,FJB/8604/SBY/PL/5023,SBY2770448,ALL-NEW-AEROX,2021,0,Repair,Kritis,Baik,7,3906,0,3,0,7.5,1,0
08-02-2021,FJB/1041/SBY/PL/4515,SBY1674481,MIO,2020,10778,Repair,Perlu Ganti,Baik,5,865,1,2,10778,7.0,2,0
08-02-2021,FJB/6946/SBY/PL/2021,SBY1524337,XSR 155,2021,193,Rutin,Baik,Baik,2,1646,0,1,193,2.5,0,0
08-02-2021,FJB/2667/SBY/PL/9021,SBY3017642,NMAX-NEO-S,2019,25736,Repair,Baik,Perlu Penggantian,3,20,2,4,12868,15.0,0,1
08-02-2021,FJB/8578/SBY/PL/4539,SBY1927607,ALL-NEW-AEROX,2018,26712,Repair,Baik,Perlu Penggantian,2,216,3,2,8904,14.0,0,1
08-02-2021,FJB/2955/SBY/PL/3874,SBY3888651,MIO-M3 125,2020,9384,Repair,Kritis,Baik,0,3487,1,4,9384,13.0,1,0
08-02-2021,FJB/1002/SBY/PL/3413,SBY8568068,ALL-NEW-NMAX,2019,15870,Repair,Perlu Ganti,Perlu Penyetelan,5,517,2,2,7935,10.0,2,2
08-02-2021,FJB/7395/SBY/PL/7202,SBY5150690,XSR 155,2021,349,Repair,Perlu Ganti,Baik,2,2600,0,2,349,5.0,2,0
09-02-2021,FJB/5937/SBY/PL/4456,SBY7373311,X-MAX-CONNEC,2019,16217,Repair,Kritis,Perlu Penyetelan,6,4211,2,3,8108,15.5,1,2
09-02-2021,FJB/1069/SBY/PL/6044,SBY9119422,LEXI,2019,10792,Repair,Perlu Ganti,Perlu Penyetelan,5,1081,2,3,5396,11.5,2,2
09-02-2021,FJB/7816/SBY/PL/6739,SBY5120677,XSR 155,2021,0,Repair,Kritis,Baik,4,3965,0,3,0,7.5,1,0
09-02-2021,FJB/6453/SBY/PL/9115,SBY5457275,X-MAX-CONNEC,2018,24630,Repair,Perlu Ganti,Perlu Penggantian,6,1421,3,4,8210,18.0,2,1
09-02-2021,FJB/7175/SBY/PL/2309,SBY6072101,R15,2018,37742,Repair,Kritis,Perlu Penggantian,7,759,3,4,12580,20.0,1,1
09-02-2021,FJB/4974/SBY/PL/2452,SBY4044013,MIO,2020,11921,Repair,Kritis,Baik,8,1405,1,3,11921,9.5,1,0
09-02-2021,FJB/8569/SBY/PL/2512,SBY1469836,FREE-GO-S,2019,18686,Repair,Kritis,Perlu Penyetelan,2,3253,2,4,9343,17.0,1,2
10-02-2021,FJB/5244/SBY/PL/3923,SBY7552827,NMAX-NEO-S,2019,25967,Repair,Kritis,Perlu Penggantian,6,3212,2,4,12983,18.0,1,1
10-02-2021,FJB/3310/SBY/PL/1173,SBY8794272,ALL-NEW-NMAX,2018,17115,Repair,Kritis,Perlu Penggantian,5,3723,3,4,5705,18.0,1,1
10-02-2021,FJB/9933/SBY/PL/9625,SBY6324240,ALL-NEW-NMAX,2019,15494,Repair,Kritis,Perlu Penyetelan,7,1934,2,3,7747,12.5,1,2
10-02-2021,FJB/4700/SBY/PL/5022,SBY4792279,FREE-GO-S,2021,0,Repair,Perlu Ganti,Baik,3,2957,0,2,0,5.0,2,0
10-02-2021,FJB/2779/SBY/PL/1299,SBY6706313,X-MAX-CONNEC,2020,8723,Repair,Kritis,Baik,2,4459,1,3,8723,11.5,1,0
10-02-2021,FJB/1424/SBY/PL/8488,SBY8951045,R15,2018,34154,Repair,Kritis,Perlu Penggantian,5,4011,3,4,11384,23.0,1,1
10-02-2021,FJB/2160/SBY/PL/3761,SBY1861995,NMAX-NEO-S,2021,321,Repair,Kritis,Baik,9,2366,0,3,321,6.5,1,0
10-02-2021,FJB/9862/SBY/PL/5056,SBY8352312,ALL-NEW-NMAX,2019,17616,Repair,Kritis,Perlu Penyetelan,8,3870,2,3,8808,14.5,1,2
11-02-2021,FJB/2097/SBY/PL/8444,SBY9249933,ALL-NEW-AEROX,2021,368,Repair,Kritis,Baik,9,2041,0,4,368,8.0,1,0
11-02-2021,FJB/5376/SBY/PL/4835,SBY5399263,MIO,2020,11430,Repair,Kritis,Baik,5,3606,1,4,11430,13.0,1,0
11-02-2021,FJB/8181/SBY/PL/7001,SBY7642090,NMAX-NEO-S,2020,12911,Repair,Kritis,Perlu Penyetelan,7,3478,1,3,12911,11.5,1,2
11-02-2021,FJB/5510/SBY/PL/2924,SBY7793586,MIO,2021,0,Repair,Kritis,Baik,7,2068,0,3,0,6.5,1,0
11-02-2021,FJB/5059/SBY/PL/9183,SBY3456510,XSR 155,2018,38626,Repair,Kritis,Perlu Penggantian,9,3310,3,4,12875,23.0,1,1
11-02-2021,FJB/8616/SBY/PL/5534,SBY9541085,MIO,2018,25276,Repair,Kritis,Perlu Penggantian,6,3961,3,3,8425,18.5,1,1
11-02-2021,FJB/4712/SBY/PL/3139,SBY1435787,MIO,2019,19851,Repair,Kritis,Perlu Penyetelan,2,3130,2,4,9925,17.0,1,2
11-02-2021,FJB/1538/SBY/PL/1526,SBY9544397,NMAX-NEO-S,2021,0,Repair,Perlu Ganti,Baik,5,1681,0,3,0,5.5,2,0
11-02-2021,FJB/3594/SBY/PL/1261,SBY7194445,FILANO-NEO,2021,0,Repair,Perlu Ganti,Baik,6,1564,0,3,0,5.5,2,0
11-02-2021,FJB/5684/SBY/PL/5578,SBY1615096,ALL-NEW-AEROX,2019,18224,Rutin,Baik,Perlu Penyetelan,2,1231,2,1,9112,10.5,0,2
12-02-2021,FJB/4945/SBY/PL/4520,SBY2635902,LEXI,2021,10,Rutin,Baik,Baik,3,830,0,0,10,0.0,0,0
12-02-2021,FJB/6490/SBY/PL/7021,SBY1704253,FAZZIO-NEO-HY,2021,0,Repair,Kritis,Baik,0,3468,0,4,0,9.0,1,0
12-02-2021,FJB/2545/SBY/PL/9836,SBY8222282,MIO-M3 125,2018,26690,Repair,Baik,Perlu Penggantian,3,884,3,4,8896,17.0,0,1
12-02-2021,FJB/2400/SBY/PL/2137,SBY6414430,ALL-NEW-AEROX,2021,0,Repair,Kritis,Baik,9,137,0,4,0,6.0,1,0
12-02-2021,FJB/2997/SBY/PL/7533,SBY3327248,MIO,2019,18824,Repair,Kritis,Perlu Penyetelan,4,3479,2,3,9412,15.5,1,2
12-02-2021,FJB/3070/SBY/PL/5083,SBY9599760,FILANO-NEO,2019,18713,Repair,Kritis,Perlu Penyetelan,9,1582,2,4,9356,15.0,1,2
12-02-2021,FJB/7351/SBY/PL/1557,SBY1562328,ALL-NEW-NMAX,2020,5921,Repair,Kritis,Baik,5,3576,1,2,5921,9.0,1,0
13-02-2021,FJB/4299/SBY/PL/7254,SBY6665581,ALL-NEW-AEROX,2020,13604,Repair,Kritis,Perlu Penyetelan,3,4500,1,3,13604,13.5,1,2
13-02-2021,FJB/7764/SBY/PL/7474,SBY2252421,ALL-NEW-AEROX,2020,12440,Repair,Kritis,Perlu Penyetelan,5,3321,1,4,12440,13.0,1,2
13-02-2021,FJB/4010/SBY/PL/4627,SBY3532375,MIO,2020,10875,Rutin,Baik,Baik,2,1008,1,1,10875,6.5,0,0
13-02-2021,FJB/5784/SBY/PL/5807,SBY8863275,ALL-NEW-AEROX,2019,21519,Repair,Perlu Ganti,Perlu Penggantian,4,2166,2,4,10759,16.0,2,1
13-02-2021,FJB/3427/SBY/PL/3365,SBY7618748,FAZZIO-NEO-HY,2019,11189,Repair,Perlu Ganti,Perlu Penyetelan,0,2855,2,3,5594,12.5,2,2
13-02-2021,FJB/8231/SBY/PL/9620,SBY6102817,ALL-NEW-AEROX,2019,28423,Repair,Kritis,Perlu Penggantian,5,3507,2,4,14211,19.0,1,1
13-02-2021,FJB/6428/SBY/PL/6474,SBY4461054,MIO-M3 125,2018,24393,Repair,Perlu Ganti,Perlu Penggantian,0,2139,3,4,8131,19.0,2,1
13-02-2021,FJB/5835/SBY/PL/9159,SBY8995608,ALL-NEW-AEROX,2018,35392,Repair,Perlu Ganti,Perlu Penggantian,3,2233,3,3,11797,19.5,2,1
13-02-2021,FJB/2924/SBY/PL/4438,SBY5077139,MT-15,2020,7994,Repair,Perlu Ganti,Baik,5,1014,1,2,7994,7.0,2,0
13-02-2021,FJB/1337/SBY/PL/2055,SBY1330104,MIO,2021,0,Rutin,Baik,Baik,3,1391,0,1,0,2.5,0,0
13-02-2021,FJB/8554/SBY/PL/3344,SBY5656154,MIO-M3 125,2021,258,Repair,Kritis,Baik,7,3632,0,3,258,7.5,1,0
14-02-2021,FJB/6482/SBY/PL/8118,SBY9140618,FAZZIO-NEO-HY,2020,7182,Rutin,Baik,Baik,4,1370,1,0,7182,4.0,0,0
14-02-2021,FJB/5204/SBY/PL/1805,SBY6520723,XSR 155,2018,38831,Repair,Kritis,Perlu Penggantian,6,3921,3,5,12943,24.5,1,1
14-02-2021,FJB/7042/SBY/PL/1222,SBY7017300,XSR 155,2019,26099,Repair,Kritis,Perlu Penggantian,8,1534,2,3,13049,14.5,1,1
14-02-2021,FJB/6759/SBY/PL/2965,SBY7642145,R15,2019,24494,Repair,Kritis,Perlu Penggantian,9,2410,2,5,12247,18.5,1,1
14-02-2021,FJB/1981/SBY/PL/5892,SBY4991894,XSR 155,2020,9893,Repair,Kritis,Baik,9,4159,1,4,9893,14.0,1,0
14-02-2021,FJB/7745/SBY/PL/2466,SBY3619029,FREE-GO-S,2019,18231,Repair,Baik,Perlu Penyetelan,2,313,2,2,9115,11.0,0,2
15-02-2021,FJB/9700/SBY/PL/4786,SBY9738630,MIO-M3 125,2018,16600,Repair,Perlu Ganti,Perlu Penggantian,2,2208,3,3,5533,15.5,2,1
15-02-2021,FJB/7524/SBY/PL/5697,SBY7356129,MIO,2018,31446,Repair,Kritis,Perlu Penggantian,5,3999,3,4,10482,21.0,1,1
15-02-2021,FJB/8864/SBY/PL/8121,SBY1019103,MIO-M3 125,2019,12350,Rutin,Baik,Perlu Penyetelan,4,1467,2,0,6175,7.0,0,2
15-02-2021,FJB/8389/SBY/PL/3873,SBY7165057,FREE-GO-S,2020,10068,Rutin,Baik,Baik,2,977,1,1,10068,5.5,0,0
15-02-2021,FJB/3444/SBY/PL/8029,SBY3350503,MIO,2018,33152,Repair,Perlu Ganti,Perlu Penggantian,1,2590,3,4,11050,21.0,2,1
15-02-2021,FJB/4007/SBY/PL/1309,SBY8839621,NMAX-NEO-S,2021,103,Rutin,Baik,Baik,2,624,0,0,103,0.0,0,0
15-02-2021,FJB/6625/SBY/PL/3750,SBY6431076,LEXI,2019,15835,Repair,Perlu Ganti,Perlu Penyetelan,5,2985,2,3,7917,13.5,2,2
15-02-2021,FJB/3674/SBY/PL/1056,SBY4923813,MT-15,2018,22882,Repair,Kritis,Perlu Penggantian,3,3282,3,5,7627,21.5,1,1
15-02-2021,FJB/3848/SBY/PL/3675,SBY2886474,X-MAX-CONNEC,2021,158,Repair,Kritis,Baik,7,2915,0,2,158,5.0,1,0
16-02-2021,FJB/3321/SBY/PL/9338,SBY3591612,NMAX-NEO-S,2021,108,Repair,Kritis,Baik,9,3640,0,4,108,9.0,1,0
16-02-2021,FJB/6333/SBY/PL/4205,SBY9067942,MIO-M3 125,2018,29117,Repair,Kritis,Perlu Penggantian,6,4112,3,4,9705,22.0,1,1
